Date,Year,Month,Circle,Monument,Domestic_Visitors,Foreign_Visitors
2019-10-01,2019,October,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",5503,4
2019-10-01,2019,October,Dharwad,Durga temple complex Aihole,21116,435
2019-10-01,2019,October,Dharwad,"Jaina & Vaishnava Cave, Badami",41252,749
2019-10-01,2019,October,Dharwad,Group of Monuments (WH) Pattadakal,24527,403
2019-10-01,2019,October,Dharwad,"Gol Gumbaz, Vijayapura",73020,150
2019-10-01,2019,October,Dharwad,"Ibrahim Rauza, Bijapur",15318,127
2019-10-01,2019,October,Dharwad,"Temples & Sculpture Shed, lakkumdi",1245,8
2019-10-01,2019,October,Hampi,"Group of Monuments, Hampi",61934,2848
2019-10-01,2019,October,Hampi,Bellary Fort,3274,6
2019-10-01,2019,October,Banglore,Dariya Daulath Bagh,61998,1343
2019-10-01,2019,October,Banglore,Keshava Temple,15499,751
2019-10-01,2019,October,Banglore,Palace of Tipu Sultan,28761,1199
2019-10-01,2019,October,Banglore,Fortress and Temple Chitrudurga Fort,29144,94
2019-10-01,2019,October,Raiganj,Cooch Bihar Palace,52878,5
2019-10-01,2019,October,Raiganj,Hazarduari Palace,70739,180
2019-10-01,2019,October,Kolkata,Bishnupur Temples,17552,57
2019-10-01,2019,October,Kolkata,Metcelf-Hall,55,2
2019-10-01,2019,October,Rajkot,"Asokan Rock Edict, Jungadh",532,14
2019-10-01,2019,October,Rajkot,"Buddhish Caves, Junagadh",1868,79
2019-10-01,2019,October,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",577,13
2019-10-01,2019,October,Vadodara,"Champaner Monuments, Pavagadh",5639,184
2019-10-01,2019,October,Vadodara,"Sun temple, Modhera",23658,424
2019-10-01,2019,October,Vadodara,"Rani Ki-Vav, Patan",36976,418
2019-10-01,2019,October,Vadodara,"Rudabai Step Well, Adalaj",40685,829
2019-10-01,2019,October,Bhubaneswar,"Sun Temple, Konark",179540,475
2019-10-01,2019,October,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,33298,266
2019-10-01,2019,October,Bhubaneswar,Rajarani Temple,1806,54
2019-10-01,2019,October,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,3378,55
2019-10-01,2019,October,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,5025,43
2019-10-01,2019,October,Aurangabad,Ajanta Caves,24603,1431
2019-10-01,2019,October,Aurangabad,Ellora Caves,117136,1993
2019-10-01,2019,October,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),96609,828
2019-10-01,2019,October,Aurangabad,Daulatabad Fort,56166,623
2019-10-01,2019,October,Aurangabad,Pandulena Caves,21028,116
2019-10-01,2019,October,Aurangabad,Aurangabad Caves,17192,254
2019-10-01,2019,October,Mumbai,Elephanta Caves,61758,3406
2019-10-01,2019,October,Mumbai,Buddhist Caves Kanheri,34637,1043
2019-10-01,2019,October,Mumbai,Shaniwarwada,101529,765
2019-10-01,2019,October,Mumbai,Aga  Khan Palace Building,21685,913
2019-10-01,2019,October,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",32802,9
2019-10-01,2019,October,Mumbai,"Caves, Temples and inscriptions Karla",20386,191
2019-10-01,2019,October,Mumbai,"Cave Temple & Inscriptions, Bhaja",8936,208
2019-10-01,2019,October,Mumbai,Raigad Fort,21932,8
2019-10-01,2019,October,Mumbai,"Kolaba Fort, Alibag",12013,11
2019-10-01,2019,October,Mumbai,"Old Fort, Sholapur",5356,3
2019-10-01,2019,October,Mumbai,"Janjira Fort, Murd",24306,14
2019-10-01,2019,October,Mumbai,Kondiote Caves,4123,58
2019-10-01,2019,October,Mumbai,Lohgad Fort,14644,52
2019-10-01,2019,October,Nagpur,Gawilgarh Fort,3880,0
2019-10-01,2019,October,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",177,7
2019-10-01,2019,October,Chandigarh,Suraj Kund,10350,8
2019-10-01,2019,October,Chandigarh,Sheikh Chilli's Tomb,3473,4
2019-10-01,2019,October,Delhi,Khan-I-Khana,170,4
2019-10-01,2019,October,Delhi,Sultanghari Tomb,60,0
2019-10-01,2019,October,Delhi,Tughluqabad,6661,79
2019-10-01,2019,October,Delhi,Red Fort,229484,9530
2019-10-01,2019,October,Delhi,Humayun Tomb,75157,23094
2019-10-01,2019,October,Delhi,Qutub Minar,234198,29194
2019-10-01,2019,October,Delhi,Hauzkhas,14428,260
2019-10-01,2019,October,Delhi,Jantar Mantar,18263,585
2019-10-01,2019,October,Delhi,Safdarjung Tomb,6641,1454
2019-10-01,2019,October,Delhi,Kotla Feroz Shah,9984,90
2019-10-01,2019,October,Delhi,Purana Qila,74409,617
2019-10-01,2019,October,Guwahati,Ahom Raja's Palace,4614,18
2019-10-01,2019,October,Guwahati,"Kareghar of Ahom Kings, Sibasagar",12948,62
2019-10-01,2019,October,Guwahati,"Ranghar Pavillion, Jaisagar",7403,58
2019-10-01,2019,October,Guwahati,Bishnudol,2208,12
2019-10-01,2019,October,Guwahati,"Group of four MaidansCharaideo, Sibasagar",2538,15
2019-10-01,2019,October,Goa,Upper Fort Aguada,88450,855
2019-10-01,2019,October,Hyderabad,Charminar,116368,788
2019-10-01,2019,October,Hyderabad,Golconda,150175,1894
2019-10-01,2019,October,Hyderabad,Warangal,9947,29
2019-10-01,2019,October,Jaipur,Ancient Site Bhangarh,18931,187
2019-10-01,2019,October,Jaipur,Baori at Abhaneri,6270,8045
2019-10-01,2019,October,Jaipur,Deeg Bhawan,3109,116
2019-10-01,2019,October,Jodhpur,Chittaurgarh Fort,59848,1608
2019-10-01,2019,October,Jodhpur,Kumbhalgarh Fort,56025,1267
2019-10-01,2019,October,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,21708,8
2019-10-01,2019,October,Leh,Ancient Palace Leh,5917,592
2019-10-01,2019,October,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",10152,19
2019-10-01,2019,October,Patna,"Ancient site of Vaishali, Kolhua",10048,1453
2019-10-01,2019,October,Patna,Excavated Remains at Nalanda,38493,2367
2019-10-01,2019,October,Patna,Ancient Site of Vikramshila Antichak,6864,45
2019-10-01,2019,October,Patna,Sher Shah's Tomb,22635,16
2019-10-01,2019,October,Raipur,Temple of Laxman and Old sites including sculptures sirpur,6098,9
2019-10-01,2019,October,Shimla,"Ruined Fort, kangra",10374,199
2019-10-01,2019,October,Shimla,Rock-cut Temples and Sculptures,8116,188
2019-10-01,2019,October,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",620,0
2019-10-01,2019,October,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",847,2
2019-10-01,2019,October,Srinagar,"Group of Temples at kiramchi, District Udhampur",538,0
2019-10-01,2019,October,Amaravati,Amaravati mahastupa,751,26
2019-10-01,2019,October,Amaravati,Undavalli caves,12209,55
2019-10-01,2019,October,Amaravati,Nagarjuna Kunda,2253,3
2019-10-01,2019,October,Amaravati,Chandragiri Monument,9015,9
2019-10-01,2019,October,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",2216,8
2019-11-01,2019,November,Agra,Taj Mahal,449393,65477
2019-11-01,2019,November,Agra,Agra Fort,142843,33931
2019-11-01,2019,November,Agra,Fatehpur Sikri,43767,17796
2019-11-01,2019,November,Agra,Akbar Tomb Sikandra,21668,1854
2019-11-01,2019,November,Agra,Mariam tomb Sikandra,2276,41
2019-11-01,2019,November,Agra,Itimad-ud-Daulah-Tomb,13922,8669
2019-11-01,2019,November,Agra,Ram Bagh,8918,37
2019-11-01,2019,November,Agra,Mehtab Bagh,15911,5553
2019-11-01,2019,November,Agra,Mausoleum,51900,1371
2019-11-01,2019,November,Lucknow,Site of Sahet mahet,7859,1435
2019-11-01,2019,November,Lucknow,Residency Building,12992,376
2019-11-01,2019,November,Lucknow,Piprahwa & Ganwaria,3775,305
2019-11-01,2019,November,Jhansi,"Gupta Temple & Varah Temple, Deogarh",150,3
2019-11-01,2019,November,Jhansi,Kalinjar Fort,9045,15
2019-11-01,2019,November,Jhansi,Rani Lakshmi Bai Mahal,1565,4
2019-11-01,2019,November,Jhansi,Rani Jhansi Fort,34841,67
2019-11-01,2019,November,Sarnath,Lord Cornwallis Tomb,2069,9
2019-11-01,2019,November,Sarnath,"Old Fort (Shahi Fort), Jaunpur",21176,12
2019-11-01,2019,November,Sarnath,Observatory of Man Singh,9372,107
2019-11-01,2019,November,Sarnath,Excavated Remains at sarnath,52854,10955
2019-11-01,2019,November,Sarnath,Tomb of Lal Khan,704,0
2019-11-01,2019,November,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,4878,458
2019-11-01,2019,November,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",31389,68
2019-11-01,2019,November,Thrissur,mattancherry Palace Museum Kochi,34272,9051
2019-11-01,2019,November,Thrissur,"Fort, Palakkad, Palakkad",16513,22
2019-11-01,2019,November,Thrissur,"Fort St. Angelo, Kannur",20590,290
2019-11-01,2019,November,Chennai,Group of Monuments Mamallapuram,133883,5674
2019-11-01,2019,November,Chennai,"Gingee Fort , Gingee",11458,185
2019-11-01,2019,November,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",4091,99
2019-11-01,2019,November,Tiruchirappalli,"Fort on Rock, Dindigual",2316,8
2019-11-01,2019,November,Tiruchirappalli,"Moovarkoil, Kodumbalur",1893,4
2019-11-01,2019,November,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",2730,16
2019-11-01,2019,November,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,3265,49
2019-11-01,2019,November,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",2261,60
2019-11-01,2019,November,Tiruchirappalli,"Fort Museum, Thirumayam",32611,581
2019-11-01,2019,November,Tiruchirappalli,Fort Vattakottai,17397,37
2019-11-01,2019,November,Bhopal,Buddhist Caves,2088,4
2019-11-01,2019,November,Bhopal,"The palace situated in the fort, Burhanpur",4481,25
2019-11-01,2019,November,Bhopal,Hoshang Shah's Tomb,13073,202
2019-11-01,2019,November,Bhopal,"Group of monument, Royal Palace Mandu",40154,238
2019-11-01,2019,November,Bhopal,Roopmati's Pavilion,37351,179
2019-11-01,2019,November,Bhopal,"Buddhist Monuments, Sanchi",27688,440
2019-11-01,2019,November,Bhopal,Gwalior Fort,25446,770
2019-11-01,2019,November,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",3582,0
2019-11-01,2019,November,Bhopal,"Badal Mahal Gatwway, Chanderi",1208,7
2019-11-01,2019,November,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,4777,66
2019-11-01,2019,November,Bhopal,Bir Singh Palace Datia,2673,84
2019-11-01,2019,November,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2396,1
2019-11-01,2019,November,Jabalpur,"Western Group of Temples, Khajuraho",24571,4186
2019-11-01,2019,November,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",5780,4
2019-11-01,2019,November,Dharwad,Durga temple complex Aihole,17081,352
2019-11-01,2019,November,Dharwad,"Jaina & Vaishnava Cave, Badami",39646,720
2019-11-01,2019,November,Dharwad,Group of Monuments (WH) Pattadakal,22948,377
2019-11-01,2019,November,Dharwad,"Gol Gumbaz, Vijayapura",83184,172
2019-11-01,2019,November,Dharwad,"Ibrahim Rauza, Bijapur",15886,131
2019-11-01,2019,November,Dharwad,"Temples & Sculpture Shed, lakkumdi",1463,10
2019-11-01,2019,November,Hampi,"Group of Monuments, Hampi",59185,2721
2019-11-01,2019,November,Hampi,Bellary Fort,2559,4
2019-11-01,2019,November,Banglore,Dariya Daulath Bagh,66067,1432
2019-11-01,2019,November,Banglore,Keshava Temple,15654,759
2019-11-01,2019,November,Banglore,Palace of Tipu Sultan,23412,976
2019-11-01,2019,November,Banglore,Fortress and Temple Chitrudurga Fort,29074,94
2019-11-01,2019,November,Raiganj,Cooch Bihar Palace,46740,5
2019-11-01,2019,November,Raiganj,Hazarduari Palace,59009,150
2019-11-01,2019,November,Kolkata,Bishnupur Temples,15356,50
2019-11-01,2019,November,Kolkata,Metcelf-Hall,68,3
2019-11-01,2019,November,Rajkot,"Asokan Rock Edict, Jungadh",658,17
2019-11-01,2019,November,Rajkot,"Buddhish Caves, Junagadh",1637,69
2019-11-01,2019,November,Rajkot,"Baba Pyara Caves,Junagadh & Khapra Khodiya Caves, Junagadh",537,13
2019-11-01,2019,November,Vadodara,"Champaner Monuments, Pavagadh",6249,204
2019-11-01,2019,November,Vadodara,"Sun temple, Modhera",23266,417
2019-11-01,2019,November,Vadodara,"Rani Ki-Vav, Patan",28989,328
2019-11-01,2019,November,Vadodara,"Rudabai Step Well, Adalaj",42441,864
2019-11-01,2019,November,Bhubaneswar,"Sun Temple, Konark",203446,539
2019-11-01,2019,November,Bhubaneswar,Ancient Remains on both Udaigiri & Khandagiri Hills,31541,252
2019-11-01,2019,November,Bhubaneswar,Rajarani Temple,1923,57
2019-11-01,2019,November,Bhubaneswar,The Hill Containing Many Valuable Sculptures and Images Ratnagiri,3712,61
2019-11-01,2019,November,Bhubaneswar,Ruins of Buddhist Temples and Images lalitgiri,4925,42
2019-11-01,2019,November,Aurangabad,Ajanta Caves,26137,1520
2019-11-01,2019,November,Aurangabad,Ellora Caves,127979,2177
2019-11-01,2019,November,Aurangabad,Tomb of Rabia Durani (Bibi ka Maqbara),115026,985
2019-11-01,2019,November,Aurangabad,Daulatabad Fort,48831,542
2019-11-01,2019,November,Aurangabad,Pandulena Caves,20714,115
2019-11-01,2019,November,Aurangabad,Aurangabad Caves,16765,247
2019-11-01,2019,November,Mumbai,Elephanta Caves,61337,3383
2019-11-01,2019,November,Mumbai,Buddhist Caves Kanheri,38661,1164
2019-11-01,2019,November,Mumbai,Shaniwarwada,120905,911
2019-11-01,2019,November,Mumbai,Aga  Khan Palace Building,24739,1042
2019-11-01,2019,November,Mumbai,"Cave, Temple and Inscriptions, Junaar, Lenyadri",35044,10
2019-11-01,2019,November,Mumbai,"Caves, Temples and inscriptions Karla",22917,215
2019-11-01,2019,November,Mumbai,"Cave Temple & Inscriptions, Bhaja",7075,164
2019-11-01,2019,November,Mumbai,Raigad Fort,24483,9
2019-11-01,2019,November,Mumbai,"Kolaba Fort, Alibag",11471,11
2019-11-01,2019,November,Mumbai,"Old Fort, Sholapur",6747,4
2019-11-01,2019,November,Mumbai,"Janjira Fort, Murd",27569,16
2019-11-01,2019,November,Mumbai,Kondiote Caves,3845,54
2019-11-01,2019,November,Mumbai,Lohgad Fort,16306,58
2019-11-01,2019,November,Nagpur,Gawilgarh Fort,4984,1
2019-11-01,2019,November,Nagpur,"Ancient Buddhist Remains comprising monastery stupa, rock sculptures, inscriptions ect Mansur",139,5
2019-11-01,2019,November,Chandigarh,Suraj Kund,9646,7
2019-11-01,2019,November,Chandigarh,Sheikh Chilli's Tomb,4527,5
2019-11-01,2019,November,Delhi,Khan-I-Khana,167,4
2019-11-01,2019,November,Delhi,Sultanghari Tomb,58,0
2019-11-01,2019,November,Delhi,Tughluqabad,8603,102
2019-11-01,2019,November,Delhi,Red Fort,236312,9813
2019-11-01,2019,November,Delhi,Humayun Tomb,60525,18598
2019-11-01,2019,November,Delhi,Qutub Minar,194614,24260
2019-11-01,2019,November,Delhi,Hauzkhas,12527,225
2019-11-01,2019,November,Delhi,Jantar Mantar,22340,716
2019-11-01,2019,November,Delhi,Safdarjung Tomb,8058,1765
2019-11-01,2019,November,Delhi,Kotla Feroz Shah,9295,84
2019-11-01,2019,November,Delhi,Purana Qila,63299,524
2019-11-01,2019,November,Guwahati,Ahom Raja's Palace,3902,15
2019-11-01,2019,November,Guwahati,"Kareghar of Ahom Kings, Sibasagar",12901,62
2019-11-01,2019,November,Guwahati,"Ranghar Pavillion, Jaisagar",7375,58
2019-11-01,2019,November,Guwahati,Bishnudol,2366,13
2019-11-01,2019,November,Guwahati,"Group of four MaidansCharaideo, Sibasagar",2470,15
2019-11-01,2019,November,Goa,Upper Fort Aguada,92052,890
2019-11-01,2019,November,Hyderabad,Charminar,123692,837
2019-11-01,2019,November,Hyderabad,Golconda,169434,2137
2019-11-01,2019,November,Hyderabad,Warangal,9065,27
2019-11-01,2019,November,Jaipur,Ancient Site Bhangarh,21385,212
2019-11-01,2019,November,Jaipur,Baori at Abhaneri,6984,8961
2019-11-01,2019,November,Jaipur,Deeg Bhawan,2764,103
2019-11-01,2019,November,Jodhpur,Chittaurgarh Fort,49451,1329
2019-11-01,2019,November,Jodhpur,Kumbhalgarh Fort,46417,1050
2019-11-01,2019,November,Jodhpur,Marble Pavillion and balustrade on the Ana Sagar bund and ruins of the marble Hammam Behind the Ana sagar Bund,24446,9
2019-11-01,2019,November,Leh,Ancient Palace Leh,5282,528
2019-11-01,2019,November,Patna,"Remains of Patliputra Site of Mauryan Palace, Kumrahar",10076,18
2019-11-01,2019,November,Patna,"Ancient site of Vaishali, Kolhua",9036,1306
2019-11-01,2019,November,Patna,Excavated Remains at Nalanda,39416,2423
2019-11-01,2019,November,Patna,Ancient Site of Vikramshila Antichak,7148,47
2019-11-01,2019,November,Patna,Sher Shah's Tomb,20720,15
2019-11-01,2019,November,Raipur,Temple of Laxman and Old sites including sculptures sirpur,6517,9
2019-11-01,2019,November,Shimla,"Ruined Fort, kangra",8164,157
2019-11-01,2019,November,Shimla,Rock-cut Temples and Sculptures,6957,161
2019-11-01,2019,November,Srinagar,"Palace Complex at Ramnagar, Distt. Udhampur",643,0
2019-11-01,2019,November,Srinagar,"Avantiswamin Temple, Avantipur, District Pulwama",1085,3
2019-11-01,2019,November,Srinagar,"Group of Temples at kiramchi, District Udhampur",619,0
2019-11-01,2019,November,Amaravati,Amaravati mahastupa,736,26
2019-11-01,2019,November,Amaravati,Undavalli caves,11311,51
2019-11-01,2019,November,Amaravati,Nagarjuna Kunda,1824,3
2019-11-01,2019,November,Amaravati,Chandragiri Monument,11864,12
2019-11-01,2019,November,Amaravati,"Buddhist Remains on hill top at Guntupalli, W.G.District",2538,9
2019-12-01,2019,December,Agra,Taj Mahal,451378,65766
2019-12-01,2019,December,Agra,Agra Fort,172424,40958
2019-12-01,2019,December,Agra,Fatehpur Sikri,49546,20145
2019-12-01,2019,December,Agra,Akbar Tomb Sikandra,24447,2092
2019-12-01,2019,December,Agra,Mariam tomb Sikandra,2386,43
2019-12-01,2019,December,Agra,Itimad-ud-Daulah-Tomb,15106,9406
2019-12-01,2019,December,Agra,Ram Bagh,8648,36
2019-12-01,2019,December,Agra,Mehtab Bagh,18587,6487
2019-12-01,2019,December,Agra,Mausoleum,52417,1384
2019-12-01,2019,December,Lucknow,Site of Sahet mahet,7839,1432
2019-12-01,2019,December,Lucknow,Residency Building,12447,360
2019-12-01,2019,December,Lucknow,Piprahwa & Ganwaria,3528,285
2019-12-01,2019,December,Jhansi,"Gupta Temple & Varah Temple, Deogarh",129,3
2019-12-01,2019,December,Jhansi,Kalinjar Fort,7288,12
2019-12-01,2019,December,Jhansi,Rani Lakshmi Bai Mahal,1598,5
2019-12-01,2019,December,Jhansi,Rani Jhansi Fort,35649,69
2019-12-01,2019,December,Sarnath,Lord Cornwallis Tomb,2105,9
2019-12-01,2019,December,Sarnath,"Old Fort (Shahi Fort), Jaunpur",20555,11
2019-12-01,2019,December,Sarnath,Observatory of Man Singh,9019,103
2019-12-01,2019,December,Sarnath,Excavated Remains at sarnath,46114,9558
2019-12-01,2019,December,Sarnath,Tomb of Lal Khan,749,0
2019-12-01,2019,December,Sarnath,Ancient Buddhist Site known as Chaukhandi stupa,5704,536
2019-12-01,2019,December,Thrissur,"Bekal Fort, Pallikkare, Distt. Kasargod",35463,77
2019-12-01,2019,December,Thrissur,mattancherry Palace Museum Kochi,28193,7446
2019-12-01,2019,December,Thrissur,"Fort, Palakkad, Palakkad",17713,24
2019-12-01,2019,December,Thrissur,"Fort St. Angelo, Kannur",24394,343
2019-12-01,2019,December,Chennai,Group of Monuments Mamallapuram,129404,5484
2019-12-01,2019,December,Chennai,"Gingee Fort , Gingee",12040,195
2019-12-01,2019,December,Chennai,"Tiger headed Rock cut temple & two other monuments, Saluvankuppam",4895,119
2019-12-01,2019,December,Tiruchirappalli,"Fort on Rock, Dindigual",2814,10
2019-12-01,2019,December,Tiruchirappalli,"Moovarkoil, Kodumbalur",2007,4
2019-12-01,2019,December,Tiruchirappalli,"Rock-cut Jain Temple, Sittannavasasl",3638,21
2019-12-01,2019,December,Tiruchirappalli,Tirumalai Nayak's Palace Srivilliputhur,3304,50
2019-12-01,2019,December,Tiruchirappalli,"Natural Caven with inscription eladipattam, Sittannavasal",2228,60
2019-12-01,2019,December,Tiruchirappalli,"Fort Museum, Thirumayam",28841,514
2019-12-01,2019,December,Tiruchirappalli,Fort Vattakottai,14697,31
2019-12-01,2019,December,Bhopal,Buddhist Caves,1695,3
2019-12-01,2019,December,Bhopal,"The palace situated in the fort, Burhanpur",4287,24
2019-12-01,2019,December,Bhopal,Hoshang Shah's Tomb,11073,171
2019-12-01,2019,December,Bhopal,"Group of monument, Royal Palace Mandu",43523,258
2019-12-01,2019,December,Bhopal,Roopmati's Pavilion,38371,184
2019-12-01,2019,December,Bhopal,"Buddhist Monuments, Sanchi",23660,376
2019-12-01,2019,December,Bhopal,Gwalior Fort,27581,835
2019-12-01,2019,December,Bhopal,"Buddhist cave no 01 to 51 Dhamnar, Tehsil Garoth",3582,0
2019-12-01,2019,December,Bhopal,"Badal Mahal Gatwway, Chanderi",1566,10
2019-12-01,2019,December,Bhopal,Caves 1 t0 20 Udaygiri Vidisha,5582,77
2019-12-01,2019,December,Bhopal,Bir Singh Palace Datia,2311,72
2019-12-01,2019,December,Jabalpur,"Ancient Site and Adamgrah rock shelter, Kalamdi Rasuliya and kishanpur",2198,1
2019-12-01,2019,December,Jabalpur,"Western Group of Temples, Khajuraho",22458,3826
2019-12-01,2019,December,Jabalpur,"Group of Temple Parameshvar shiv and Karan Temple, Amarkantak",5246,3
2019-12-01,2019,December,Dharwad,Durga temple complex Aihole,18167,374
2019-12-01,2019,December,Dharwad,"Jaina & Vaishnava Cave, Badami",42694,775
